id,count
2565,30940
1549,22003
766,18204
1166,17361
2688,14220
11,13401
457,13297
3352,12875
5524,12200
3456,10293
1151,10160
1374,9649
2485,9621
2871,9450
2328,8917
4310,8182
5079,8150
3453,7920
2237,7911
2651,7901
737,7834
1608,7472
5802,7440
993,7373
5189,7141
1297,7006
2398,6792
3447,6489
311,6335
5697,6323
5800,6282
4712,6045
1305,5923
4099,5811
2576,5723
3026,5603
1133,5586
2972,5583
2326,5482
4967,5474
5179,5466
789,5416
2297,5402
2658,5365
813,5285
2653,5249
3642,5227
2625,5181
5188,5131
2145,5131
2713,5127
2256,5001
2411,4966
2654,4942
5543,4931
4037,4926
2790,4886
5022,4879
3454,4855
15,4847
988,4838
1496,4822
2660,4821
3568,4753
722,4687
4828,4676
825,4649
3449,4629
3615,4616
762,4557
2967,4548
3459,4499
3796,4493
2700,4295
2066,4237
2693,4227
1428,4218
3614,4132
3394,4068
5814,4033
72,4026
4191,4023
1492,3968
5002,3915
173,3890
3976,3885
6907,3871
3787,3866
2474,3850
3028,3838
1319,3819
2535,3814
2859,3800
1211,3770
4632,3770
2135,3731
3089,3709
600,3706
1098,3699
4536,3678
24,3642
407,3605
5254,3594
2323,3560
7092,3545
826,3535
6305,3534
1972,3517
6327,3477
3586,3439
3276,3426
3452,3400
4899,3351
1919,3316
4483,3284
36,3281
4335,3273
7052,3236
310,3197
5020,3187
784,3183
2371,3174
1585,3158
5531,3156
6,3143
2686,3085
3084,3059
1167,3057
2369,3033
122,3026
5412,3004
306,3004
68,2995
2290,2994
4653,2984
1542,2978
3641,2943
2657,2924
4045,2912
2516,2910
996,2908
2240,2883
3439,2846
1814,2822
6624,2799
2958,2771
1808,2763
3381,2751
4124,2749
3258,2703
1357,2702
5796,2685
6914,2672
2560,2671
3010,2667
3334,2650
3537,2650
3498,2644
3631,2633
290,2623
922,2610
2674,2608
2120,2599
7047,2598
3192,2585
3897,2580
2585,2578
2542,2564
1772,2534
6299,2529
3032,2526
2594,2504
1055,2497
5176,2473
317,2455
3291,2446
2667,2441
3117,2438
2381,2425
1717,2414
3024,2382
